,count,references
See likewise Rittershush Partitiones Juris eu ,1,likewise Rittershush Partitiones Juris eu 
See Papers relating to the Finances of India and China,1,Papers relating to the Finances of India and China
"See Anncds of Phi
losophy",1,"Anncds of Phi
losophy"
See Band,1,Band
"See Folclands and
FOLCMOTE",1,"Folclands and
FOLCMOTE"
See Antiquities,1,Antiquities
See Erp'tologie Glntrale,1,Erp'tologie Glntrale
See Draco,1,Draco
See Monk,1,Monk
See the writings of Kant and his followers,1,the writings of Kant and his followers
See Prisons,1,Prisons
See Jaghiredar,1,Jaghiredar
See Report,1,Report
"See the article
jEgina",1,"the article
jEgina"
See the lUgne Animal,1,the lUgne Animal
See an admirable essay on the genius of Hogarth,1,an admirable essay on the genius of Hogarth
See Physiognomie des Serpents (distrinution ge'ographique),1,Physiognomie des Serpents (distrinution ge'ographique)
See also his paper in the Transactions for 1834,1,also his paper in the Transactions for 1834
See Kirby’s Bridyew,1,Kirby’s Bridyew
"See t0 ^ ^ and aI1 the
Agenerf1]y thought to have been built by
frig""P \ °n-m;W t0^ugustus> from an inscription on the
neze of the portico",1,"t0 ^ ^ and aI1 the
Agenerf1]y thought to have been built by
frig""P \ °n-m;W t0^ugustus> from an inscription on the
neze of the portico"
See Massaniello,1,Massaniello
"See Drake’s Shak-
speare and his Times",1,"Drake’s Shak-
speare and his Times"
See Botany Zwefer,1,Botany Zwefer
See Strength of Materials,1,Strength of Materials
See Bronzite,1,Bronzite
See his Account of the Arctic Regions,1,his Account of the Arctic Regions
"See like
wise the preface to Dr Wallis’s Grammatica Linguae Anglicanae",1,"like
wise the preface to Dr Wallis’s Grammatica Linguae Anglicanae"
See Becquerel’s Trait^,1,Becquerel’s Trait^
See La Scienza della Legislazione,1,La Scienza della Legislazione
See Memorandum on the Silver Coinage of 1817,1,Memorandum on the Silver Coinage of 1817
"See of Moray 1162
12",1,"of Moray 1162
12"
See Insurance,1,Insurance
"See Bar-
bary States",1,"Bar-
bary States"
See also Zool,1,also Zool
See l late CT^yLYIT,1,l late CT^yLYIT
See Heat,1,Heat
"See also Binliotheca Leopoldino-Laurentiana ; give Catalogus Manuscriptorum
qui jussu Petri Leopoldi in Laurentianam translati sunt",1,"also Binliotheca Leopoldino-Laurentiana ; give Catalogus Manuscriptorum
qui jussu Petri Leopoldi in Laurentianam translati sunt"
See Horne Tooke’s Diversions of Purlcy),1,Horne Tooke’s Diversions of Purlcy)
See on this subject our article Arch,1,on this subject our article Arch
See Trattato della Moneta,1,Trattato della Moneta
"See Augsburg Con
fession",1,"Augsburg Con
fession"
See The Principles of Human Knowledge,1,The Principles of Human Knowledge
See Tayf,1,Tayf
"See an admirable account of the Essai Philosophique sur les Probabilitfs (which is only an abstract of the large work by the same
author",1,"an admirable account of the Essai Philosophique sur les Probabilitfs (which is only an abstract of the large work by the same
author"
"See however Mr Finlay’s Scottish Historical and
Romantic Ballads",1,"however Mr Finlay’s Scottish Historical and
Romantic Ballads"
"See Fi-
gloomy and mysterious ideas",1,"Fi-
gloomy and mysterious ideas"
"See Law of Human
Mortality",1,"Law of Human
Mortality"
See Tabular View on the opposite page,1,Tabular View on the opposite page
See Holden’s Dissertation on the Fall of Man,1,Holden’s Dissertation on the Fall of Man
See Moneta contra Valdenses,1,Moneta contra Valdenses
See Suspension Bridges,1,Suspension Bridges
See Madras,1,Madras
See Lord Hailes’s Examination of some of the Arguments for the high Antiquity of Regiam Majestatem,1,Lord Hailes’s Examination of some of the Arguments for the high Antiquity of Regiam Majestatem
See Ambresbury,1,Ambresbury
"See Hume’s £ssay on the Populousness of Ancient
Nations",1,"Hume’s £ssay on the Populousness of Ancient
Nations"
See an Essay “ on the Equivocal Generation of Entozoa,1,an Essay “ on the Equivocal Generation of Entozoa
See James’s Essays,1,James’s Essays
See Plantation,1,Plantation
See Oddy’s European Commerce,1,Oddy’s European Commerce
See Discord,1,Discord
"See of Glasgow  560
4",1,"of Glasgow  560
4"
See Gen,1,Gen
See Philosophical Transactions for 1794,1,Philosophical Transactions for 1794
See Hate CCXX,1,Hate CCXX
See a paper on this subject by Mr,1,a paper on this subject by Mr
"See Bridgman’s Legal Binliography ;
and Biographia Britannica",1,"Bridgman’s Legal Binliography ;
and Biographia Britannica"
See Syracuse,1,Syracuse
See Essai dOptique sur la Gradation de la Lumim,1,Essai dOptique sur la Gradation de la Lumim
See Commerce,1,Commerce
See Leitrim,1,Leitrim
See Barray,1,Barray
See an enumeration of offences treated by the English law as “ against the public police or economy,1,an enumeration of offences treated by the English law as “ against the public police or economy
"See the Statis-
pendicular height; vitrified forts on the hill of Craig tical Account of Scotland; Playfair’s Description of Scot-
Phadric",1,"the Statis-
pendicular height; vitrified forts on the hill of Craig tical Account of Scotland; Playfair’s Description of Scot-
Phadric"
See Mahommed,1,Mahommed
See also Life of Lord Hailes,1,also Life of Lord Hailes
See Galvanism,1,Galvanism
See Durham University Calendar for 1841,1,Durham University Calendar for 1841
"See Weights 11 ”
and Measures",1,"Weights 11 ”
and Measures"
See Brindisi,1,Brindisi
See Life of Milton,1,Life of Milton
See Hat-making,1,Hat-making
See Third Annual Report of the Colonization Commissioners for South Australia,1,Third Annual Report of the Colonization Commissioners for South Australia
See v°l,1,v°l
See also the article Painting,1,also the article Painting
See Aberdeenshire,1,Aberdeenshire
"See Thucvd iii 82 ’ "" ~ ~ ""
In Xenoph",1,"Thucvd iii 82 ’ "" ~ ~ ""
In Xenoph"
See Pipe,1,Pipe
See Beirout,1,Beirout
See Kent,1,Kent
See Tunqcfn,1,Tunqcfn
See Stapferi Theologiae Polemicae Institutiones,1,Stapferi Theologiae Polemicae Institutiones
See Humboldt’s Personal Narrative,1,Humboldt’s Personal Narrative
See Aragon,1,Aragon
See Tram,1,Tram
See Penal Jurisprudence,1,Penal Jurisprudence
"See his
",1,"his
"
"See the Dissertations prefixed to
this Work by Mr Dugald Stewart and Sir James Mac
kintosh",1,"the Dissertations prefixed to
this Work by Mr Dugald Stewart and Sir James Mac
kintosh"
See also De Guignes,1,also De Guignes
See Chabasie,1,Chabasie
"See the
First Preliminary Dissertation",1,"the
First Preliminary Dissertation"
See Portico),1,Portico)
See lin,1,lin
See Seamanship,1,Seamanship
See Mauritius,1,Mauritius
See Ironstone,1,Ironstone
See Interval and Music,1,Interval and Music
See the Acts of the Apostles,1,the Acts of the Apostles
See Gall,1,Gall
See Sapphire,1,Sapphire
See the fine remarks of Bishop Warburton,1,the fine remarks of Bishop Warburton
See Arbitrator,1,Arbitrator
See Laquer,1,Laquer
"See the Edinburgh
ijfltlli",1,"the Edinburgh
ijfltlli"
See Etruria,1,Etruria
See Diptera,1,Diptera
See Tall,1,Tall
See also Rlgne Animal,1,also Rlgne Animal
See particularly Cotelerii “ Ecclesiae Grsecae Monumenta,1,particularly Cotelerii “ Ecclesiae Grsecae Monumenta
See Shuckford’s Connect,1,Shuckford’s Connect
See Magnet,1,Magnet
See his Essay on Trade,1,his Essay on Trade
"See Asia) are distinguished from the other nations of Asia
by their peculiar physiognomy",1,"Asia) are distinguished from the other nations of Asia
by their peculiar physiognomy"
"See Crusii Ihjpomne-
mala ad Theol",1,"Crusii Ihjpomne-
mala ad Theol"
See also Malte Brun,1,also Malte Brun
"See Architec- S-’Vv
TUR
CORIO",1,"Architec- S-’Vv
TUR
CORIO"
"See Ktgne
Animal",1,"Ktgne
Animal"
See § 101,1,§ 101
See Liturgy,1,Liturgy
See also Introduction to Entomology,1,also Introduction to Entomology
See Cook,1,Cook
See Eichhom,1,Eichhom
See M,1,M
See Pht/siognomie des Serpens,1,Pht/siognomie des Serpens
See Humboldt’s account of the ancient buildings of Callo and Cunnar,1,Humboldt’s account of the ancient buildings of Callo and Cunnar
See also Anal,1,also Anal
See Porphyry Hornblende,1,Porphyry Hornblende
"See Elements of the Philosophy of the
Human Mind",1,"Elements of the Philosophy of the
Human Mind"
See the article Elliptograph,1,the article Elliptograph
See the article Cranmer,1,the article Cranmer
See Somnambula,1,Somnambula
See Journal de Mede'cine,1,Journal de Mede'cine
See Aurora Borealis,1,Aurora Borealis
See Hell,1,Hell
"See Me
teorology",1,"Me
teorology"
See Melody,1,Melody
See Poitiers,1,Poitiers
See Herodot,1,Herodot
See Monster,1,Monster
"See Me
dicine",1,"Me
dicine"
See IJJ'c of Sir Stamford Raf/les,1,IJJ'c of Sir Stamford Raf/les
See Herling,1,Herling
See Beykaneeu,1,Beykaneeu
"See his Cata
logue of the Entozoa indigenous to Ireland",1,"his Cata
logue of the Entozoa indigenous to Ireland"
See also Della Lette,1,also Della Lette
See Philoiophical Transactions,1,Philoiophical Transactions
See Chromatics and Optics,1,Chromatics and Optics
See Thirty-fourth Report of ihe Canal Commission,1,Thirty-fourth Report of ihe Canal Commission
See Land- and Edin,1,Land- and Edin
See the annexed sketch,1,the annexed sketch
See § 135),1,§ 135)
See Lyell in Geol,1,Lyell in Geol
"See the article Bleaching
in this Encyclopaedia",1,"the article Bleaching
in this Encyclopaedia"
See Memoire sur le Systfme Penitentiaire address^ a M,1,Memoire sur le Systfme Penitentiaire address^ a M
See § 175,1,§ 175
See Weaving,1,Weaving
See Fencing,1,Fencing
See Reyurt of the Committee of the Society of Arts,1,Reyurt of the Committee of the Society of Arts
See also Sir William Drummond’s Academwal Qoestions,1,also Sir William Drummond’s Academwal Qoestions
"See also the same writer’s translation of King’s
METAPHYSICS",1,"also the same writer’s translation of King’s
METAPHYSICS"
See article Blind,1,article Blind
See Blind,1,Blind
See the article Abmy,1,the article Abmy
See American Railroad Journal,1,American Railroad Journal
See Edinburgh Philosophical Journal,1,Edinburgh Philosophical Journal
See Precis Historique sur la Fondation,1,Precis Historique sur la Fondation
"See De-
moivre’s Doctrine of Chancesf
PHARISEES",1,"De-
moivre’s Doctrine of Chancesf
PHARISEES"
See Silieus ItaL,1,Silieus ItaL
See Travels in Bclochistan and Sinde,1,Travels in Bclochistan and Sinde
See Image,1,Image
"See Metaphysics and Moral Philo
sophy",1,"Metaphysics and Moral Philo
sophy"
"See Figure
of the Earth",1,"Figure
of the Earth"
See Note AA,1,Note AA
"See the
article Deluge",1,"the
article Deluge"
"See ee
force that the column will bear : and for a cylinder we find",1,"ee
force that the column will bear : and for a cylinder we find"
See Candahar,1,Candahar
"See the arti
cles Glass",1,"the arti
cles Glass"
See the observations prefixed to the translation of Spallanzani's Tracts,1,the observations prefixed to the translation of Spallanzani's Tracts
See Mekka,1,Mekka
See Mill’s New Testament,1,Mill’s New Testament
See Prony’s Recherches Physico-mathematiques sur la Theorie des Eaux Courantes,1,Prony’s Recherches Physico-mathematiques sur la Theorie des Eaux Courantes
"See a record to this pur
pose of Henry III",1,"a record to this pur
pose of Henry III"
"See Paha- Eder
DISE",1,"Paha- Eder
DISE"
See Friendly Societies,1,Friendly Societies
See abstract of the budget in the Bulletin des Sciences Mililaircs,1,abstract of the budget in the Bulletin des Sciences Mililaircs
See the article Bithynia,1,the article Bithynia
See Dictionnaire de Binliologie,1,Dictionnaire de Binliologie
See Binl,1,Binl
"See note to Hexa-
Plsis",1,"note to Hexa-
Plsis"
See Chile,1,Chile
See Imagination,1,Imagination
See Traitc des plus belles Binliotldques,1,Traitc des plus belles Binliotldques
"See also his Letters on Na-
Bnll",1,"also his Letters on Na-
Bnll"
"See Minera
logy",1,"Minera
logy"
See Stillingfleet’s Origines Sacra,1,Stillingfleet’s Origines Sacra
See Calmet,1,Calmet
See Hornblende basaltic,1,Hornblende basaltic
See the articles Figure of the Earth,1,the articles Figure of the Earth
See the article Arithmetic,1,the article Arithmetic
"See the articles Schools and Uni-
leeth",1,"the articles Schools and Uni-
leeth"
"See Arnold’s
History of Rome",1,"Arnold’s
History of Rome"
See Supplement to the fifth and sixth editions of this work,1,Supplement to the fifth and sixth editions of this work
See article Guignes,1,article Guignes
See Lord King’s Life of John Locke,1,Lord King’s Life of John Locke
See Biographic Univertelle,1,Biographic Univertelle
"See likewise Dr Geddes’s Modest Apology tor
the Roman Catholics of Great Britain",1,"likewise Dr Geddes’s Modest Apology tor
the Roman Catholics of Great Britain"
See Music and Principal,1,Music and Principal
See Borsjnis Essai,1,Borsjnis Essai
See Hr Mitchell’s Presbyterian Letters,1,Hr Mitchell’s Presbyterian Letters
"See St
Domingo",1,"St
Domingo"
See Cuvier’s Comparative Anatomy,1,Cuvier’s Comparative Anatomy
See Acta SS,1,Acta SS
See Jesus,1,Jesus
See Foreign Review,1,Foreign Review
See Faber’sIlora: Mosaica,1,Faber’sIlora: Mosaica
See Perpetual Motion,1,Perpetual Motion
"See the article Physi
cal Geography",1,"the article Physi
cal Geography"
See Appendix,1,Appendix
See Health,1,Health
See Debates in the House of Commons,1,Debates in the House of Commons
See our article Electricity,1,our article Electricity
"See the arti
cle Bee",1,"the arti
cle Bee"
"See also his
Astronomic Theorique et Pratique",1,"also his
Astronomic Theorique et Pratique"
See Tone,1,Tone
See Napoleon,1,Napoleon
"See ^pinit flJe
debates were less noisy",1,"^pinit flJe
debates were less noisy"
See Circoncelliones,1,Circoncelliones
See Gun-Making,1,Gun-Making
See 9 and 10 in fig,1,9 and 10 in fig
"See Stavorinus’s Voyages to the East Indies; Barrow's
Voyage to Cochin China ; Sir George Staunton’s Embassy
to China ; Thorn’s Memoir of the Conquest of Java ; Sir
Stamford Raffles’s History of Java",1,"Stavorinus’s Voyages to the East Indies; Barrow's
Voyage to Cochin China ; Sir George Staunton’s Embassy
to China ; Thorn’s Memoir of the Conquest of Java ; Sir
Stamford Raffles’s History of Java"
See Account ordered by the House of Commons,1,Account ordered by the House of Commons
See Verd,1,Verd
"See ^'opsi/cu/c? ^178""33 t*iermometer containing spirits of wine",1,"^'opsi/cu/c? ^178""33 t*iermometer containing spirits of wine"
"See High and
Tall",1,"High and
Tall"
See Ship-building,1,Ship-building
See last vol,1,last vol
See Jus Imaginis,1,Jus Imaginis
See the five Reports of this Committee,1,the five Reports of this Committee
See York,1,York
"See the article
of that industrious nation settled on the island of Lucon",1,"the article
of that industrious nation settled on the island of Lucon"
See Chap,1,Chap
See Ghinelins,1,Ghinelins
See the Tableau Historique des Progres de V Ichtyologie^ dcpuis son origine jusqu a nos jours,1,the Tableau Historique des Progres de V Ichtyologie^ dcpuis son origine jusqu a nos jours
"See Philoso
phy and Physics",1,"Philoso
phy and Physics"
See Acts,1,Acts
See Cabot,1,Cabot
See the article Orinoco,1,the article Orinoco
See Appendix B,1,Appendix B
See Note GG,1,Note GG
See Lend,1,Lend
See Apocalypse,1,Apocalypse
See Language and Philology,1,Language and Philology
See a figure in Belidor,1,a figure in Belidor
See Castalius,1,Castalius
See also Hamilton’s Egyptiaca,1,also Hamilton’s Egyptiaca
See his work,1,his work
See Military Law,1,Military Law
See 1669,1,1669
See Chord,1,Chord
"See Les Remarques de Burette sur le Dialogue du Plu-
l ' tarque touchant la Musique",1,"Les Remarques de Burette sur le Dialogue du Plu-
l ' tarque touchant la Musique"
"See however
'Lewis’s History of the Life and Sufferings of the reverend and learn^
f oi the last edition",1,"however
'Lewis’s History of the Life and Sufferings of the reverend and learn^
f oi the last edition"
See Wollaston’s Religion of Nature delineated,1,Wollaston’s Religion of Nature delineated
See the article Cerebrospinal of the Diction,1,the article Cerebrospinal of the Diction
See Portugal,1,Portugal
See various passages in Marsden’s edition of the Travels of Marco Polo,1,various passages in Marsden’s edition of the Travels of Marco Polo
See Naples,1,Naples
See Diana,1,Diana
See also Biot,1,also Biot
See Hastings' Trial,1,Hastings' Trial
See Bussorah,1,Bussorah
See Parallax,1,Parallax
See Babylonia,1,Babylonia
See description of fig,1,description of fig
See our articles Electricity,1,our articles Electricity
See Magazine of Natural History,1,Magazine of Natural History
See likewise Lesley’s History of Scotland,1,likewise Lesley’s History of Scotland
See Dr M‘Crie’s life of Melville,1,Dr M‘Crie’s life of Melville
See the article Agriculture,1,the article Agriculture
"See Appendix to the Report of
Commission on the Uni ersities and Colleges of Scotland",1,"Appendix to the Report of
Commission on the Uni ersities and Colleges of Scotland"
See Agricultural Survey of North Wales; Wynne’s History of Wales ; Aikin’s Tour in North Wales,1,Agricultural Survey of North Wales; Wynne’s History of Wales ; Aikin’s Tour in North Wales
See Abbe Dubois,1,Abbe Dubois
"See Transac
tions of the Society for Encouraging Arts",1,"Transac
tions of the Society for Encouraging Arts"
"See the Philosophical
Transactions for 1811",1,"the Philosophical
Transactions for 1811"
See the article Printing,1,the article Printing
See Henniker,1,Henniker
See Origin and Progress of Language,1,Origin and Progress of Language
"See the calculation of fx~dm
and fy2dm in this case in the article Precession",1,"the calculation of fx~dm
and fy2dm in this case in the article Precession"
See Gypsies,1,Gypsies
See Veneering,1,Veneering
See (hsemens Fossiles,1,(hsemens Fossiles
See Thompson,1,Thompson
See Rock Crystal,1,Rock Crystal
See Memoir of the late John Bacon,1,Memoir of the late John Bacon
See his History,1,his History
See Leems’s Account of Finmark and Lapland,1,Leems’s Account of Finmark and Lapland
See the same illustrious writer’s Historia Gotthoruin,1,the same illustrious writer’s Historia Gotthoruin
"See Pearson on theCreed; Burnet’s Exposition of theThirty-
nine Articles; Wardlaw’s Discourses on the Socinian Controversy;
THEOLOGY",1,"Pearson on theCreed; Burnet’s Exposition of theThirty-
nine Articles; Wardlaw’s Discourses on the Socinian Controversy;
THEOLOGY"
See Xenophon’s Memorab,1,Xenophon’s Memorab
See Optics and Mechanics,1,Optics and Mechanics
See Life of Aldus Manutius the Elder,1,Life of Aldus Manutius the Elder
See Triglyph,1,Triglyph
See Oss,1,Oss
See Helminthology,1,Helminthology
See Dun,1,Dun
See Orkney,1,Orkney
"See Extracts from evidence received by the Commissioners of Inquiry : ‘We have cases of three generations o p P > P-- •
See at p",1,"Extracts from evidence received by the Commissioners of Inquiry : ‘We have cases of three generations o p P > P-- •
at p"
"See how the
nocturnal flies are tormenting the herd",1,"how the
nocturnal flies are tormenting the herd"
See preserve always the same position,1,preserve always the same position
See M‘Culloch’s Dictionary of Commerce,1,M‘Culloch’s Dictionary of Commerce
See Battle-Axc,1,Battle-Axc
See Annates des Sciences Nat,1,Annates des Sciences Nat
See Discus,1,Discus
"See Geo
graphy",1,"Geo
graphy"
See also Quarterly Review,1,also Quarterly Review
See the blood of a mortal,1,the blood of a mortal
See Cross and Exaltation,1,Cross and Exaltation
See Thermometer and Pyrome- lower than any yet discovered artificial cold,1,Thermometer and Pyrome- lower than any yet discovered artificial cold
See Humboldt in Observations Zooloyiqnes,1,Humboldt in Observations Zooloyiqnes
"See Theoretical
Astronomy",1,"Theoretical
Astronomy"
See Roget’s Bridge-water Treatise,1,Roget’s Bridge-water Treatise
See Mahrattas,1,Mahrattas
See an Essay towards an Eviction of the Attrinutes of God,1,an Essay towards an Eviction of the Attrinutes of God
"See Che- O *
mistry",1,"Che- O *
mistry"
See Extasy,1,Extasy
"See Buckhardt’s Travel sin Nubia; Waddington your-
nal of a Visit to some parts of Ethiopia; Richardson’s Tra
vels in the East; Henniker’s Notes of a Visit to Egypt and
Nubia; Hoskins’ Travels in Ethiopia ; Belzoni’s JSarratm
of Operations and Discoveries in Egypt and Nubia ; Gau s
Nubia ; Life and Adventures of Giovanni Finuti; Russell s
Nubia and Abyssinia; the work entitled British Museum;
and Heeren’s Historical Researches) 0-)
NUBIAN Desert",1,"Buckhardt’s Travel sin Nubia; Waddington your-
nal of a Visit to some parts of Ethiopia; Richardson’s Tra
vels in the East; Henniker’s Notes of a Visit to Egypt and
Nubia; Hoskins’ Travels in Ethiopia ; Belzoni’s JSarratm
of Operations and Discoveries in Egypt and Nubia ; Gau s
Nubia ; Life and Adventures of Giovanni Finuti; Russell s
Nubia and Abyssinia; the work entitled British Museum;
and Heeren’s Historical Researches) 0-)
NUBIAN Desert"
See Memoirs of the House of Brandenburg,1,Memoirs of the House of Brandenburg
See 1 Kings,1,1 Kings
See Ears,1,Ears
"See Barthelemy’s Reflections on the
Palmyran Alphabet",1,"Barthelemy’s Reflections on the
Palmyran Alphabet"
See Muller’s Samlung Russischer Geschichte,1,Muller’s Samlung Russischer Geschichte
See Civility,1,Civility
See Law,1,Law
"See List of 2000 MkroscoDlr ""ot rel)eat^d 111 the Micrographia",1,"List of 2000 MkroscoDlr ""ot rel)eat^d 111 the Micrographia"
See Ituddiman,1,Ituddiman
See Ly ell’s Principles of Geology,1,Ly ell’s Principles of Geology
See also Rickards,1,also Rickards
See Hartmann s hidnsi Voyages des Idollandois,1,Hartmann s hidnsi Voyages des Idollandois
See Factorage,1,Factorage
See Ignatius,1,Ignatius
See dementi’s admirable preludes in imitation of the different styles of Haydn,1,dementi’s admirable preludes in imitation of the different styles of Haydn
See Rutilitc,1,Rutilitc
"See the Binl iographical Appendix to Horn e’s
Introduction ; Orme's Binliotheca Binlica ; and Winer’s Handbuch der
Theologischen Litteratur",1,"the Binl iographical Appendix to Horn e’s
Introduction ; Orme's Binliotheca Binlica ; and Winer’s Handbuch der
Theologischen Litteratur"
See Beeroo Isle,1,Beeroo Isle
"See of Argyle 1200
discussion i",1,"of Argyle 1200
discussion i"
See History of Persia,1,History of Persia
See the article Arch,1,the article Arch
See also 1 Thes,1,also 1 Thes
See Iddl Trans,1,Iddl Trans
See Transactions of the Royal Society of Edinburgh,1,Transactions of the Royal Society of Edinburgh
See the article Benin,1,the article Benin
"See Cataphrygians
and Montanists",1,"Cataphrygians
and Montanists"
"See the preceding sec
tion on Field Artillery",1,"the preceding sec
tion on Field Artillery"
See Dianthus,1,Dianthus
See Britton’s Beauties of England,1,Britton’s Beauties of England
See Papers laid before Congress,1,Papers laid before Congress
"See Geo
metry",1,"Geo
metry"
"See Toleration ^ inUn S puvate
the population and agriculture once more into a flourishina NON-NATURAT S in
",1,"Toleration ^ inUn S puvate
the population and agriculture once more into a flourishina NON-NATURAT S in
"
See “ The Cocker,1,“ The Cocker
See our general sketch,1,our general sketch
See Crimea,1,Crimea
See Ins work De t'Altaque et ic la Defense des Places,1,Ins work De t'Altaque et ic la Defense des Places
See Narrow,1,Narrow
See Distyle,1,Distyle
See Shaw’s General Zoology,1,Shaw’s General Zoology
See Recherche* stir les Caracte,1,Recherche* stir les Caracte
See Legislation,1,Legislation
See also Memorials of Columbus,1,also Memorials of Columbus
See M‘Culloch’s Commercial Dictionary,1,M‘Culloch’s Commercial Dictionary
See Borromeus,1,Borromeus
"See likewise Nicho 7
ks’s History of the County of Lancaster",1,"likewise Nicho 7
ks’s History of the County of Lancaster"
"See Tytler on Courts-Martial; Adye on Courts-Mar
tial; and M‘Arthur on Courts-Martial",1,"Tytler on Courts-Martial; Adye on Courts-Mar
tial; and M‘Arthur on Courts-Martial"
See Linck,1,Linck
"See the Report
of the Institute",1,"the Report
of the Institute"
See Ordnance,1,Ordnance
See also note,1,also note
See Discoveries in Hierogl,1,Discoveries in Hierogl
See Annuities and Mortality,1,Annuities and Mortality
See also Denon’s Travels in Egypt under the head of Medinet-Habou,1,also Denon’s Travels in Egypt under the head of Medinet-Habou
See Valdenses,1,Valdenses
"See the article
RUBIN",1,"the article
RUBIN"
See Cyrenaica,1,Cyrenaica
See John iii,1,John iii
See Edom,1,Edom
See E/iii,1,E/iii
See 2fl vo1- of Ancient Sculpture,1,2fl vo1- of Ancient Sculpture
See Recherches Experimentalcs et Maihtmatiques sur les JMouvemcns des Molecules de Lumisre,1,Recherches Experimentalcs et Maihtmatiques sur les JMouvemcns des Molecules de Lumisre
"See Corn Laws
and Corn Trade",1,"Corn Laws
and Corn Trade"
See Arundelian Marbles,1,Arundelian Marbles
See Bishop Butler,1,Bishop Butler
See Alembert,1,Alembert
See Statius,1,Statius
"See v65)- But
subdivided; and its trunk lnd™„7finetVar'0US ye1V‘ded and "" ""‘' 'i C°Tm f ""'' ProPortions of this ingredient in an un
contorted and co?vo™edTndXeCf'°nS mayA;e Va",1,"v65)- But
subdivided; and its trunk lnd™„7finetVar'0US ye1V‘ded and "" ""‘' 'i C°Tm f ""'' ProPortions of this ingredient in an un
contorted and co?vo™edTndXeCf'°nS mayA;e Va"
"See Austral
asia",1,"Austral
asia"
See Brande’s Journal,1,Brande’s Journal
See Bishop Monk’s Life of Richard Bentley,1,Bishop Monk’s Life of Richard Bentley
See Barrow’s Led,1,Barrow’s Led
"See Phas-
cum serratum",1,"Phas-
cum serratum"
See Bruce’s Travels (vol,1,Bruce’s Travels (vol
See Humboldt’s Political Essay on the Kingdom of New Spain,1,Humboldt’s Political Essay on the Kingdom of New Spain
See Notice Historique sur Abulfeda et ses Ouvrages,1,Notice Historique sur Abulfeda et ses Ouvrages
"See Pneu
matics",1,"Pneu
matics"
See Angola,1,Angola
"See Rousseau’s Musical Dictio
nary",1,"Rousseau’s Musical Dictio
nary"
"See Fund
ing System",1,"Fund
ing System"
See Cavendish,1,Cavendish
See Lanz and Betancourt’s Essai sur Machines,1,Lanz and Betancourt’s Essai sur Machines
See also Haller’s Element a de Physiologies,1,also Haller’s Element a de Physiologies
See Hull,1,Hull
See Baston,1,Baston
See Flacccs,1,Flacccs
See Reading,1,Reading
See Patkul,1,Patkul
"See Chemistry and
lies",1,"Chemistry and
lies"
See i\ouveUes Annales des Mus,1,i\ouveUes Annales des Mus
See statement in the Life of Dr Currie,1,statement in the Life of Dr Currie
See ShllTsZumZt^T^M^nrRep^t 'If ihfoeZt? ^ G?erf AssemU>J,1,ShllTsZumZt^T^M^nrRep^t 'If ihfoeZt? ^ G?erf AssemU>J
See Papers relative to slavery in India; Return to the House of Commons,1,Papers relative to slavery in India; Return to the House of Commons
See Louisiana,1,Louisiana
See a volume of Fugitive Pieces,1,a volume of Fugitive Pieces
See a translation of this paper in Nicolson't Journal,1,a translation of this paper in Nicolson't Journal
See Almuggim,1,Almuggim
See article Etruscans,1,article Etruscans
See Cecil,1,Cecil
"See Economists and
Political Economy",1,"Economists and
Political Economy"
See Thane,1,Thane
See Pinckard’s Notes on the West Indies,1,Pinckard’s Notes on the West Indies
"See Hindus
tan",1,"Hindus
tan"
See Dr Barrett’s Essay on the earlier Part of the Life of Swift n 15 LnnH isns a™ rr,1,Dr Barrett’s Essay on the earlier Part of the Life of Swift n 15 LnnH isns a™ rr
See AJteali,1,AJteali
See Papers relating to the Police and to the Administration of Civil and Criminal Justice in Bengal,1,Papers relating to the Police and to the Administration of Civil and Criminal Justice in Bengal
"See Entomo
logy",1,"Entomo
logy"
See two papers by Sir Astley Cooper,1,two papers by Sir Astley Cooper
"See the
chapter on Live Stock",1,"the
chapter on Live Stock"
See Pronaos,1,Pronaos
See Majorca and Minorca,1,Majorca and Minorca
See Appendix to the Report on the East India Company’s affairs,1,Appendix to the Report on the East India Company’s affairs
See Lords’ Committee,1,Lords’ Committee
See page 239,1,page 239
See also Pirn,1,also Pirn
"See Polybii et Appiani Historiarum Excerpta Vati-
cana recognita a J",1,"Polybii et Appiani Historiarum Excerpta Vati-
cana recognita a J"
See Biographic Modeme,1,Biographic Modeme
See Er l-' C,1,Er l-' C
See Barytes,1,Barytes
See Naismytil’s General View of the Agriculture of Clydesdale; Beaidies of Scotland,1,Naismytil’s General View of the Agriculture of Clydesdale; Beaidies of Scotland
See Coxe’s Russian Discoveries,1,Coxe’s Russian Discoveries
See Baronet,1,Baronet
See CEuvres de Law,1,CEuvres de Law
See Sparta,1,Sparta
See also Mark,1,also Mark
"See the articles Guatemala
anMOSS? a name given to swampy ground",1,"the articles Guatemala
anMOSS? a name given to swampy ground"
See Return of Briefs delivered to Parliament,1,Return of Briefs delivered to Parliament
"See Erdebescreinung des Konigreichs Hannover^ von
Sonne ; Weiniarishe Erdebescreinung",1,"Erdebescreinung des Konigreichs Hannover^ von
Sonne ; Weiniarishe Erdebescreinung"
See Saavedra,1,Saavedra
See Mr Baily’s Account of the Reverend John Flamsteed,1,Mr Baily’s Account of the Reverend John Flamsteed
"See the article
Mummy",1,"the article
Mummy"
